experimentId;device_id;motion_tag;userPhoneLocation;timestamp;pressure;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141511000;987.09985000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141512000;987.13230000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141513000;987.13184000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141514000;987.15576000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141515000;987.12500000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141516000;987.11720000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141517000;987.13820000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141518000;987.11940000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141519000;987.10350000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141520000;987.10280000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141521000;987.09230000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141522000;987.09690000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141523000;987.08570000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141524000;987.11450000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141525000;987.08276000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141526000;987.10547000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141527000;987.09790000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141528000;987.08276000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141529000;987.07570000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141530000;987.09790000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141531000;987.05835000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141532000;987.09280000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141533000;987.13550000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141534000;987.12450000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141535000;987.09375000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Stoi;W rece;1616141536000;987.11110000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1616141537000;987.11304000;
chodzeniePoSchodachZpostojamiNaPietrach;SM-G935F;Idzie po schodach;W rece;1616141538000;987.12380000;
